Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The New Legend of Shaolin,1994.0,"['Action', 'Adventure', 'Comedy']",95.0,6.4,,4346.0,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hei kek ji wong,1999.0,"['Comedy', 'Drama', 'Romance']",89.0,7.3,,4345.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Danny Deckchair,2003.0,"['Comedy', 'Romance']",100.0,6.8,56.0,4345.0,160000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Phantom of the Opera at the Royal Albert Hall,2011.0,"['Drama', 'Music', 'Musical']",137.0,8.9,,4342.0,,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Vile,2011.0,['Horror'],90.0,5.0,,4341.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BUtterfield 8,1960.0,['Drama'],109.0,6.4,,4341.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sum of Us,1994.0,"['Comedy', 'Drama']",100.0,7.4,,4341.0,770000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jigarthanda,2014.0,"['Action', 'Crime', 'Drama']",171.0,8.5,,4341.0,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Perfect Sisters,2014.0,"['Crime', 'Drama', 'Thriller']",100.0,5.6,44.0,4339.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Curse of the Pink Panther,1983.0,"['Comedy', 'Crime', 'Mystery']",109.0,4.3,,4338.0,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Cahill U.S. Marshal,1973.0,"['Drama', 'Western']",103.0,6.5,,4338.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Krigen,2015.0,"['Crime', 'Drama', 'War']",115.0,7.2,81.0,4334.0,120000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Baby-Sitters Club,1995.0,"['Comedy', 'Drama', 'Family']",94.0,5.7,,4333.0,9690000.0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Crime d'amour,2010.0,"['Crime', 'Mystery', 'Romance']",106.0,6.5,63.0,4332.0,540000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Kickboxer 2: The Road Back,1991.0,"['Action', 'Sport']",89.0,4.4,,4330.0,1300000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Flesh for Frankenstein,1973.0,['Horror'],95.0,5.9,,4330.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Love at First Bite,1979.0,"['Comedy', 'Romance']",96.0,6.1,,4330.0,43890000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Farce of the Penguins,2006.0,"['Animation', 'Comedy']",80.0,4.2,,4330.0,,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Khiladi,1992.0,"['Action', 'Thriller']",157.0,7.5,,4330.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pocketful of Miracles,1961.0,"['Comedy', 'Drama']",136.0,7.3,,4329.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Professional,2003.0,"['Comedy', 'Drama']",104.0,8.4,,4329.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Harvest,2013.0,"['Drama', 'Horror', 'Mystery']",104.0,6.0,68.0,4328.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
A Thousand Acres,1997.0,['Drama'],105.0,6.0,,4328.0,7930000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Flying Scotsman,2006.0,"['Drama', 'Sport']",96.0,7.2,49.0,4327.0,140000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Firewalker,1986.0,"['Action', 'Adventure', 'Comedy']",104.0,4.9,,4327.0,11830000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Love, Honor and Obey",2000.0,"['Comedy', 'Crime']",103.0,6.5,23.0,4327.0,0.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Not Suitable for Children,2012.0,"['Comedy', 'Romance']",97.0,5.9,,4327.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mausam,2011.0,"['Drama', 'Romance']",161.0,4.7,,4325.0,730000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Goats,2012.0,['Comedy'],94.0,5.9,38.0,4323.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Giggles,1992.0,"['Comedy', 'Drama', 'Horror']",95.0,5.0,,4320.0,8400000.0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Wise Guys,1986.0,"['Comedy', 'Crime']",100.0,5.6,,4319.0,8480000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lilting,2014.0,"['Drama', 'Romance']",91.0,7.1,61.0,4318.0,20000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Two Evil Eyes,1990.0,['Horror'],120.0,6.1,,4318.0,350000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Das letzte Schweigen,2010.0,"['Crime', 'Drama', 'Thriller']",118.0,7.0,72.0,4317.0,100000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Braddock: Missing in Action III,1988.0,"['Action', 'War']",101.0,4.6,,4317.0,6190000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Twelve Chairs,1970.0,['Comedy'],94.0,6.6,,4316.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Church,1989.0,['Horror'],102.0,6.2,,4316.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The Man Who Sued God,2001.0,"['Comedy', 'Drama', 'Romance']",97.0,6.5,,4315.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mr. Wrong,1996.0,['Comedy'],96.0,3.7,,4313.0,12350000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arabesk,1988.0,"['Comedy', 'Musical']",105.0,8.2,,4313.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Let's Kill Ward's Wife,2014.0,"['Comedy', 'Crime']",82.0,5.4,21.0,4311.0,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Royal Night Out,2015.0,"['Comedy', 'Drama', 'Romance']",97.0,6.5,58.0,4311.0,200000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Betrayed,1988.0,"['Action', 'Drama', 'Romance']",127.0,6.3,,4309.0,25820000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Alexandra's Project,2003.0,"['Drama', 'Mystery', 'Thriller']",103.0,6.6,62.0,4308.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Hooper,1978.0,"['Action', 'Comedy']",99.0,6.2,,4307.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veda,2010.0,"['Biography', 'Drama', 'History']",114.0,7.1,,4306.0,,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Thunder and the House of Magic,2013.0,"['Animation', 'Adventure', 'Comedy']",85.0,6.3,47.0,4304.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Witchboard,1986.0,"['Horror', 'Mystery', 'Thriller']",98.0,5.7,,4304.0,7370000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Jalsa,2008.0,"['Action', 'Comedy', 'Drama']",161.0,7.2,,4304.0,,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kebab Connection,2004.0,"['Action', 'Comedy', 'Romance']",96.0,6.7,,4304.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sayonara,1957.0,"['Drama', 'Romance']",147.0,7.3,,4302.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Star 80,1983.0,"['Biography', 'Drama']",103.0,6.6,,4302.0,6500000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rollercoaster,1977.0,"['Action', 'Crime', 'Drama']",119.0,6.2,,4302.0,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drive,1997.0,"['Action', 'Adventure', 'Sci-Fi']",100.0,6.9,,4301.0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Bon voyage,2003.0,"['Comedy', 'Drama', 'Mystery']",114.0,6.9,68.0,4300.0,2350000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Dragon Ball Z: The Return of Cooler,1992.0,"['Animation', 'Action', 'Fantasy']",45.0,7.2,,4300.0,,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Good Neighbors,2010.0,"['Drama', 'Thriller']",99.0,5.9,60.0,4299.0,10000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
El Club,2015.0,['Drama'],98.0,7.3,73.0,4298.0,30000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paperhouse,1988.0,"['Drama', 'Fantasy']",92.0,6.8,,4298.0,240000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Devil's Playground,2010.0,"['Action', 'Horror']",92.0,5.2,,4297.0,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Dor,2006.0,['Drama'],147.0,8.0,,4297.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Import Export,2007.0,['Drama'],141.0,7.1,,4296.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Simple Wish,1997.0,"['Comedy', 'Family', 'Fantasy']",89.0,5.4,,4295.0,8119999.999999999,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
La danza de la realidad,2013.0,"['Biography', 'Drama', 'Fantasy']",133.0,7.6,76.0,4294.0,190000.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Doctor Detroit,1983.0,['Comedy'],89.0,5.0,,4293.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ship of Theseus,2012.0,['Drama'],140.0,8.2,,4293.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sjecas li se Dolly Bell?,1981.0,"['Comedy', 'Drama', 'Romance']",110.0,7.8,,4292.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Recoil,2011.0,['Action'],94.0,5.2,,4290.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
La faute à Fidel!,2006.0,"['Drama', 'History']",99.0,7.6,74.0,4289.0,170000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I Want to Live!,1958.0,"['Biography', 'Crime', 'Drama']",120.0,7.5,,4287.0,,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prowl,2010.0,['Horror'],84.0,4.6,,4286.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The German Doctor,2013.0,"['Drama', 'History', 'Thriller']",93.0,6.8,62.0,4286.0,410000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Air Bud: Golden Receiver,1998.0,"['Comedy', 'Family', 'Sport']",90.0,4.4,,4286.0,10220000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
How to Get Ahead in Advertising,1989.0,"['Comedy', 'Fantasy']",90.0,7.0,,4286.0,420000.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Chloe in the Afternoon,1972.0,"['Drama', 'Romance']",97.0,7.9,,4285.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Salaam-E-Ishq,2007.0,"['Comedy', 'Drama', 'Musical']",216.0,5.2,,4285.0,1820000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Les saveurs du Palais,2012.0,"['Biography', 'Comedy']",95.0,6.4,61.0,4285.0,210000.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longtime Companion,1989.0,"['Drama', 'Romance']",96.0,7.6,,4285.0,4610000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Private School,1983.0,"['Comedy', 'Romance']",89.0,5.2,,4284.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Murder She Said,1961.0,"['Comedy', 'Crime', 'Drama']",87.0,7.4,,4284.0,,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toto le héros,1991.0,"['Comedy', 'Drama']",91.0,7.7,,4282.0,1230000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heaven's Prisoners,1996.0,"['Drama', 'Mystery', 'Thriller']",132.0,5.7,,4281.0,5010000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Schizopolis,1996.0,"['Comedy', 'Fantasy', 'Mystery']",96.0,7.1,44.0,4281.0,,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Send Me No Flowers,1964.0,"['Comedy', 'Romance']",100.0,7.0,,4280.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pee-wee's Big Holiday,2016.0,"['Adventure', 'Comedy']",90.0,6.3,63.0,4278.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Passion Fish,1992.0,['Drama'],135.0,7.5,,4278.0,5410000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wish You Were Here,2012.0,"['Drama', 'Mystery']",89.0,5.9,60.0,4277.0,50000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Baadasssss!,2003.0,"['Biography', 'Drama']",109.0,7.4,75.0,4275.0,370000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Chaperone,2011.0,"['Action', 'Comedy', 'Family']",103.0,5.1,33.0,4274.0,,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jar City,2006.0,"['Crime', 'Drama', 'Thriller']",93.0,7.0,75.0,4274.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Tiempo de valientes,2005.0,"['Action', 'Comedy', 'Crime']",112.0,7.7,,4274.0,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anjaam,1994.0,['Thriller'],170.0,7.0,,4274.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Osmanli Cumhuriyeti,2008.0,"['Comedy', 'Drama']",100.0,5.1,,4274.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Madea Christmas,2013.0,"['Comedy', 'Drama']",100.0,4.7,28.0,4273.0,52530000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Field,1990.0,"['Drama', 'Thriller']",107.0,7.4,,4273.0,1410000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Dinosaur Project,2012.0,"['Adventure', 'Sci-Fi']",83.0,4.7,,4273.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Solino,2002.0,"['Drama', 'Comedy']",124.0,7.4,,4272.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bros Before Hos,2013.0,['Comedy'],87.0,6.4,,4271.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dai si gin,2004.0,"['Action', 'Crime', 'Drama']",90.0,6.7,63.0,4270.0,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Holy Rollers,2010.0,"['Biography', 'Crime', 'Drama']",89.0,5.9,51.0,4268.0,300000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Darling,1965.0,"['Drama', 'Romance']",128.0,7.2,,4267.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Danger: Diabolik,1968.0,"['Action', 'Comedy', 'Crime']",105.0,6.5,,4267.0,,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naomi and Ely's No Kiss List,2015.0,"['Comedy', 'Drama', 'Romance']",89.0,5.7,,4266.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mughal-E-Azam,1960.0,"['Drama', 'Romance', 'War']",197.0,8.4,,4266.0,160000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Fantômas contre Scotland Yard,1967.0,"['Adventure', 'Comedy', 'Crime']",104.0,6.8,,4266.0,,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everlasting Moments,2008.0,"['Biography', 'Drama']",131.0,7.5,80.0,4265.0,610000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kiss Me Kate,1953.0,"['Comedy', 'Musical', 'Romance']",109.0,7.3,,4264.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Emperor of the North,1973.0,"['Action', 'Adventure', 'Drama']",118.0,7.4,,4264.0,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Statement,2003.0,"['Thriller', 'Drama']",120.0,6.2,45.0,4264.0,760000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Godzilla 1985,1984.0,"['Action', 'Horror', 'Sci-Fi']",103.0,6.2,,4263.0,4000000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Emelie,2015.0,"['Horror', 'Thriller']",80.0,5.4,62.0,4262.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Q,1982.0,"['Crime', 'Horror', 'Mystery']",93.0,6.1,,4258.0,,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
A Fish Tale,2000.0,"['Animation', 'Adventure', 'Comedy']",80.0,5.9,,4257.0,,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giallo,2009.0,"['Horror', 'Thriller']",92.0,4.4,,4257.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Masti,2004.0,"['Comedy', 'Crime', 'Mystery']",166.0,6.1,,4257.0,160000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
247°F,2011.0,"['Horror', 'Thriller']",88.0,5.0,,4256.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Manhattan Project,1986.0,"['Sci-Fi', 'Thriller']",117.0,6.1,,4254.0,3900000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Legendary,2010.0,"['Drama', 'Sport']",107.0,6.3,39.0,4254.0,190000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
S.O.B.,1981.0,"['Comedy', 'Drama']",122.0,6.4,,4253.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R-Point,2004.0,"['Action', 'Horror', 'War']",107.0,6.4,,4253.0,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Alaska,1996.0,"['Adventure', 'Family']",109.0,5.7,,4252.0,11570000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabbar Singh,2012.0,"['Action', 'Comedy']",153.0,7.1,,4252.0,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chamatkar,1992.0,"['Comedy', 'Drama', 'Fantasy']",171.0,6.7,,4252.0,,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Trick or Treat,1986.0,"['Comedy', 'Horror', 'Music']",98.0,5.7,,4250.0,6800000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Breakin' All the Rules,2004.0,"['Comedy', 'Romance']",85.0,5.5,46.0,4250.0,11830000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
La guerre est déclarée,2011.0,['Drama'],100.0,7.0,73.0,4250.0,50000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Milyang,2007.0,['Drama'],142.0,7.5,84.0,4249.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Outpost: Black Sun,2012.0,"['Action', 'Horror', 'Sci-Fi']",101.0,5.0,,4248.0,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Rammbock,2010.0,"['Horror', 'Thriller']",63.0,6.4,,4248.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
"Farewell, My Lovely",1975.0,"['Crime', 'Mystery', 'Thriller']",95.0,7.2,,4246.0,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Neighboring Sounds,2012.0,"['Drama', 'Thriller']",131.0,7.1,77.0,4246.0,30000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jack & Sarah,1995.0,"['Comedy', 'Drama', 'Romance']",110.0,6.6,,4245.0,220000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mrs. Brown's Boys D'Movie,2014.0,['Comedy'],94.0,4.2,,4244.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miracle in Milan,1951.0,"['Comedy', 'Drama', 'Fantasy']",100.0,7.8,,4244.0,,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Great Waldo Pepper,1975.0,"['Adventure', 'Drama']",107.0,6.6,,4243.0,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
People Will Talk,1951.0,"['Comedy', 'Drama', 'Romance']",110.0,7.5,,4242.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Voyage to the Bottom of the Sea,1961.0,"['Action', 'Adventure', 'Sci-Fi']",105.0,6.1,,4241.0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Auch Zwerge haben klein angefangen,1970.0,"['Comedy', 'Drama']",96.0,7.1,,4239.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Zombie Diaries,2006.0,"['Horror', 'Sci-Fi']",85.0,4.1,,4239.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A Hole in My Heart,2004.0,['Drama'],98.0,4.6,32.0,4237.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
China Moon,1994.0,"['Crime', 'Mystery', 'Romance']",99.0,6.2,,4236.0,3040000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
The Veil,2016.0,['Horror'],93.0,4.7,,4235.0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3 Ninjas Knuckle Up,1995.0,"['Comedy', 'Action', 'Family']",85.0,4.1,,4235.0,410000.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Glorious 39,2009.0,"['Drama', 'History', 'Thriller']",129.0,6.5,,4235.0,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3,2010.0,"['Comedy', 'Drama', 'Romance']",119.0,6.8,55.0,4234.0,60000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Mambo Kings,1992.0,"['Drama', 'Music']",104.0,6.4,,4234.0,6740000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Riding Alone for Thousands of Miles,2005.0,['Drama'],107.0,7.5,73.0,4234.0,250000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hospital,1971.0,"['Comedy', 'Drama', 'Mystery']",103.0,7.2,,4233.0,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pennies from Heaven,1981.0,"['Drama', 'Musical', 'Romance']",108.0,6.5,,4233.0,3600000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Vengeance is Mine,1979.0,"['Crime', 'Drama']",139.0,7.9,,4233.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Small Change,1976.0,"['Comedy', 'Drama']",104.0,7.8,,4233.0,40000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Class of Chaos Goes Abroad,2004.0,['Comedy'],118.0,2.9,,4232.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senso,1954.0,"['Drama', 'History', 'Romance']",118.0,7.7,,4231.0,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Lajanje na zvezde,1998.0,"['Comedy', 'Romance']",95.0,8.7,,4231.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tromeo and Juliet,1996.0,"['Action', 'Comedy', 'Drama']",107.0,6.2,,4229.0,,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Billy Liar,1963.0,"['Comedy', 'Drama', 'Romance']",98.0,7.5,82.0,4227.0,40000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
