Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Shawshank Redemption,1994.0,"['Crime', 'Drama']",142.0,9.3,80.0,1695366.0,28340000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Dark Knight,2008.0,"['Action', 'Crime', 'Drama']",152.0,9.0,82.0,1682554.0,533320000.00000006,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inception,2010.0,"['Action', 'Adventure', 'Sci-Fi']",148.0,8.8,74.0,1473753.0,292570000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fight Club,1999.0,['Drama'],139.0,8.8,66.0,1352395.0,37020000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pulp Fiction,1994.0,"['Crime', 'Drama']",154.0,8.9,94.0,1329035.0,107930000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Forrest Gump,1994.0,"['Comedy', 'Drama']",142.0,8.8,82.0,1256223.0,329690000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Lord of the Rings: The Fellowship of the Ring,2001.0,"['Action', 'Adventure', 'Drama']",178.0,8.8,92.0,1242554.0,313840000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Matrix,1999.0,"['Action', 'Sci-Fi']",136.0,8.7,73.0,1221684.0,171380000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Lord of the Rings: The Return of the King,2003.0,"['Action', 'Adventure', 'Drama']",201.0,8.9,94.0,1219637.0,377020000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Godfather,1972.0,"['Crime', 'Drama']",175.0,9.2,100.0,1159473.0,134820000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Dark Knight Rises,2012.0,"['Action', 'Thriller']",164.0,8.5,78.0,1148748.0,448130000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Lord of the Rings: The Two Towers,2002.0,"['Action', 'Adventure', 'Drama']",179.0,8.7,88.0,1104032.0,340480000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Se7en,1995.0,"['Crime', 'Drama', 'Mystery']",127.0,8.6,65.0,1027172.0,100130000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Avengers,2012.0,"['Action', 'Sci-Fi', 'Thriller']",143.0,8.1,69.0,999744.0,623280000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Gladiator,2000.0,"['Action', 'Adventure', 'Drama']",155.0,8.5,64.0,986140.0,187670000.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Batman Begins,2005.0,"['Action', 'Adventure']",140.0,8.3,70.0,984894.0,205340000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Django Unchained,2012.0,"['Drama', 'Western']",165.0,8.5,81.0,959204.0,162800000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Interstellar,2014.0,"['Adventure', 'Drama', 'Sci-Fi']",169.0,8.6,74.0,934098.0,187990000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Star Wars: Episode IV - A New Hope,1977.0,"['Action', 'Adventure', 'Fantasy']",121.0,8.7,92.0,914155.0,460940000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Silence of the Lambs,1991.0,"['Crime', 'Drama', 'Thriller']",118.0,8.6,84.0,890816.0,130729999.99999999,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Avatar,2009.0,"['Action', 'Adventure', 'Fantasy']",162.0,7.9,83.0,888827.0,760510000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Inglourious Basterds,2009.0,"['Adventure', 'Drama', 'War']",153.0,8.3,69.0,888749.0,120520000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Saving Private Ryan,1998.0,"['Action', 'Drama', 'War']",169.0,8.6,90.0,884402.0,216120000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Departed,2006.0,"['Crime', 'Drama', 'Thriller']",151.0,8.5,86.0,876709.0,132370000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Schindler's List,1993.0,"['Biography', 'Drama', 'History']",195.0,8.9,93.0,868004.0,96070000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Memento,2000.0,"['Mystery', 'Thriller']",113.0,8.5,80.0,848302.0,25530000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Prestige,2006.0,"['Drama', 'Mystery', 'Sci-Fi']",130.0,8.5,66.0,847267.0,53080000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Star Wars: Episode V - The Empire Strikes Back,1980.0,"['Action', 'Adventure', 'Fantasy']",124.0,8.8,80.0,840853.0,290160000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
American Beauty,1999.0,"['Drama', 'Romance']",122.0,8.4,86.0,825070.0,130060000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,"['Action', 'Adventure', 'Fantasy']",143.0,8.1,63.0,811940.0,305390000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Titanic,1997.0,"['Drama', 'Romance']",194.0,7.7,74.0,795726.0,658670000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
V for Vendetta,2005.0,"['Action', 'Drama', 'Thriller']",132.0,8.2,62.0,794498.0,70500000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Godfather: Part II,1974.0,"['Crime', 'Drama']",202.0,9.0,80.0,793658.0,57300000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shutter Island,2010.0,"['Mystery', 'Thriller']",138.0,8.1,63.0,789421.0,127970000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Green Mile,1999.0,"['Crime', 'Drama', 'Fantasy']",189.0,8.5,61.0,785566.0,136800000.0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Wolf of Wall Street,2013.0,"['Biography', 'Comedy', 'Crime']",180.0,8.2,75.0,785107.0,116870000.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
American History X,1998.0,"['Crime', 'Drama']",119.0,8.6,62.0,784959.0,6710000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Terminator 2: Judgment Day,1991.0,"['Action', 'Sci-Fi']",137.0,8.5,75.0,747200.0,204840000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Usual Suspects,1995.0,"['Crime', 'Drama', 'Mystery']",106.0,8.6,77.0,743276.0,23270000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Braveheart,1995.0,"['Biography', 'Drama', 'History']",178.0,8.4,68.0,738949.0,75600000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kill Bill: Vol. 1,2003.0,"['Action', 'Crime', 'Thriller']",111.0,8.1,69.0,738221.0,70100000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Back to the Future,1985.0,"['Adventure', 'Comedy', 'Sci-Fi']",116.0,8.5,86.0,735025.0,210610000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Goodfellas,1990.0,"['Biography', 'Crime', 'Drama']",146.0,8.7,89.0,731237.0,46840000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Léon: The Professional,1994.0,"['Crime', 'Drama', 'Thriller']",110.0,8.6,64.0,728368.0,32350000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
WALL·E,2008.0,"['Animation', 'Adventure', 'Family']",98.0,8.4,94.0,721645.0,223810000.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sixth Sense,1999.0,"['Drama', 'Mystery', 'Thriller']",107.0,8.1,64.0,706818.0,293500000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
The Hunger Games,2012.0,"['Adventure', 'Drama', 'Sci-Fi']",142.0,7.3,68.0,703614.0,408000000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Iron Man,2008.0,"['Action', 'Adventure', 'Sci-Fi']",126.0,7.9,79.0,698573.0,318300000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Finding Nemo,2003.0,"['Animation', 'Adventure', 'Comedy']",100.0,8.2,90.0,695414.0,380840000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guardians of the Galaxy,2014.0,"['Action', 'Adventure', 'Sci-Fi']",121.0,8.1,76.0,686673.0,333130000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Star Wars: Episode VI - Return of the Jedi,1983.0,"['Action', 'Adventure', 'Fantasy']",131.0,8.4,53.0,684614.0,309130000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
One Flew Over the Cuckoo's Nest,1975.0,['Drama'],133.0,8.7,79.0,682087.0,112000000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Truman Show,1998.0,"['Comedy', 'Drama', 'Sci-Fi']",103.0,8.1,90.0,670625.0,125600000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eternal Sunshine of the Spotless Mind,2004.0,"['Drama', 'Fantasy', 'Romance']",108.0,8.3,89.0,669226.0,34130000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Up,2009.0,"['Animation', 'Adventure', 'Comedy']",96.0,8.3,88.0,668452.0,292980000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reservoir Dogs,1992.0,"['Crime', 'Drama', 'Thriller']",99.0,8.4,78.0,667030.0,2810000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Raiders of the Lost Ark,1981.0,"['Action', 'Adventure']",115.0,8.5,85.0,663045.0,242370000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sin City,2005.0,"['Crime', 'Thriller']",124.0,8.1,74.0,658127.0,74100000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Lion King,1994.0,"['Animation', 'Adventure', 'Drama']",89.0,8.5,83.0,646958.0,422780000.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Slumdog Millionaire,2008.0,"['Drama', 'Romance']",120.0,8.0,86.0,643616.0,141320000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Hobbit: An Unexpected Journey,2012.0,"['Adventure', 'Fantasy']",169.0,7.9,58.0,638931.0,303000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Toy Story,1995.0,"['Animation', 'Adventure', 'Comedy']",81.0,8.3,92.0,626183.0,191800000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jurassic Park,1993.0,"['Adventure', 'Sci-Fi', 'Thriller']",127.0,8.1,68.0,615897.0,356780000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
No Country for Old Men,2007.0,"['Crime', 'Drama', 'Thriller']",122.0,8.1,91.0,615155.0,74270000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
A Beautiful Mind,2001.0,"['Biography', 'Drama', 'Romance']",135.0,8.2,72.0,612956.0,170710000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Shining,1980.0,"['Drama', 'Horror']",146.0,8.4,61.0,612564.0,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
300,2006.0,"['Action', 'Drama', 'Fantasy']",117.0,7.7,52.0,609240.0,210590000.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Good Will Hunting,1997.0,['Drama'],126.0,8.3,70.0,607245.0,138340000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Snatch,2000.0,"['Comedy', 'Crime']",102.0,8.3,55.0,602695.0,30090000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Terminator,1984.0,"['Action', 'Sci-Fi']",107.0,8.1,83.0,602215.0,38400000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Die Hard,1988.0,"['Action', 'Thriller']",131.0,8.2,70.0,594402.0,81350000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Monsters, Inc.",2001.0,"['Animation', 'Adventure', 'Comedy']",92.0,8.1,78.0,588133.0,289910000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gravity,2013.0,"['Adventure', 'Drama', 'Sci-Fi']",91.0,7.8,96.0,584871.0,274080000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Hangover,2009.0,['Comedy'],100.0,7.8,73.0,584717.0,277310000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donnie Darko,2001.0,"['Drama', 'Sci-Fi', 'Thriller']",113.0,8.1,71.0,582699.0,730000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Requiem for a Dream,2000.0,['Drama'],102.0,8.4,68.0,575440.0,3610000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gone Girl,2014.0,"['Crime', 'Drama', 'Mystery']",149.0,8.1,79.0,573177.0,167740000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Star Wars: The Force Awakens,2015.0,"['Action', 'Adventure', 'Fantasy']",138.0,8.2,81.0,571411.0,936630000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Alien,1979.0,"['Horror', 'Sci-Fi']",117.0,8.5,83.0,565787.0,78900000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Gran Torino,2008.0,['Drama'],116.0,8.2,72.0,563356.0,148090000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Clockwork Orange,1971.0,"['Crime', 'Drama', 'Sci-Fi']",136.0,8.4,78.0,560428.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Iron Man Three,2013.0,"['Action', 'Adventure', 'Sci-Fi']",130.0,7.2,62.0,559263.0,408990000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mad Max: Fury Road,2015.0,"['Action', 'Adventure', 'Sci-Fi']",120.0,8.1,90.0,557357.0,153630000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Black Swan,2010.0,"['Drama', 'Thriller']",108.0,8.0,79.0,552882.0,106950000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Man of Steel,2013.0,"['Action', 'Adventure', 'Fantasy']",143.0,7.2,55.0,552048.0,291020000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Toy Story 3,2010.0,"['Animation', 'Adventure', 'Comedy']",103.0,8.3,92.0,546968.0,414980000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spider-Man,2002.0,"['Action', 'Adventure', 'Romance']",121.0,7.3,73.0,546270.0,403710000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Harry Potter and the Deathly Hallows: Part 2,2011.0,"['Adventure', 'Drama', 'Fantasy']",130.0,8.1,87.0,544741.0,380960000.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Big Lebowski,1998.0,"['Comedy', 'Crime']",117.0,8.2,69.0,539334.0,17440000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scarface,1983.0,"['Crime', 'Drama']",170.0,8.3,65.0,539263.0,44700000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thor,2011.0,"['Action', 'Adventure', 'Fantasy']",115.0,7.0,57.0,538197.0,181020000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Star Wars: Episode I - The Phantom Menace,1999.0,"['Action', 'Adventure', 'Fantasy']",136.0,6.5,51.0,536223.0,474540000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Amélie,2001.0,"['Comedy', 'Romance']",122.0,8.4,69.0,536055.0,33200000.000000004,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Silver Linings Playbook,2012.0,"['Comedy', 'Drama', 'Romance']",122.0,7.8,81.0,535230.0,132090000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
City of God,2002.0,"['Crime', 'Drama']",130.0,8.7,79.0,534716.0,7560000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
District 9,2009.0,"['Action', 'Sci-Fi', 'Thriller']",112.0,8.0,81.0,532905.0,115650000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
I Am Legend,2007.0,"['Drama', 'Horror', 'Sci-Fi']",101.0,7.2,65.0,532638.0,256390000.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Catch Me If You Can,2002.0,"['Biography', 'Crime', 'Drama']",141.0,8.0,76.0,528688.0,164440000.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iron Man 2,2010.0,"['Action', 'Adventure', 'Sci-Fi']",124.0,7.0,57.0,524239.0,312060000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pirates of the Caribbean: Dead Man's Chest,2006.0,"['Action', 'Adventure', 'Fantasy']",151.0,7.3,53.0,523486.0,423030000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Skyfall,2012.0,"['Action', 'Adventure', 'Thriller']",143.0,7.8,81.0,523345.0,304360000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Star Wars: Episode III - Revenge of the Sith,2005.0,"['Action', 'Adventure', 'Fantasy']",140.0,7.6,68.0,521776.0,380260000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
X: First Class,2011.0,"['Action', 'Adventure', 'Sci-Fi']",132.0,7.8,65.0,520093.0,146410000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Indiana Jones and the Last Crusade,1989.0,"['Action', 'Adventure', 'Fantasy']",127.0,8.3,65.0,517033.0,197170000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
X-Men: Days of Future Past,2014.0,"['Action', 'Adventure', 'Sci-Fi']",132.0,8.0,74.0,515936.0,233910000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kill Bill: Vol. 2,2004.0,"['Action', 'Crime', 'Drama']",137.0,8.0,83.0,514310.0,66209999.99999999,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Transformers,2007.0,"['Action', 'Adventure', 'Sci-Fi']",144.0,7.1,61.0,514136.0,318760000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Captain America: The First Avenger,2011.0,"['Action', 'Adventure', 'Sci-Fi']",124.0,6.9,66.0,510941.0,176640000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Taxi Driver,1976.0,"['Crime', 'Drama']",113.0,8.3,93.0,508949.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Trek,2009.0,"['Action', 'Adventure', 'Sci-Fi']",127.0,8.0,82.0,506097.0,257700000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Intouchables,2011.0,"['Biography', 'Comedy', 'Drama']",112.0,8.6,57.0,505804.0,13180000.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The King's Speech,2010.0,"['Biography', 'Drama', 'History']",118.0,8.0,88.0,505369.0,138800000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"The Good, the Bad and the Ugly",1966.0,['Western'],161.0,8.9,90.0,505056.0,6100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Hunger Games: Catching Fire,2013.0,"['Adventure', 'Sci-Fi', 'Thriller']",146.0,7.6,76.0,499975.0,424650000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
The Pianist,2002.0,"['Biography', 'Drama', 'War']",150.0,8.5,85.0,499800.0,32520000.000000004,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Captain America: The Winter Soldier,2014.0,"['Action', 'Adventure', 'Sci-Fi']",136.0,7.8,70.0,499411.0,259750000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Bourne Ultimatum,2007.0,"['Action', 'Mystery', 'Thriller']",115.0,8.1,85.0,493422.0,227140000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Deadpool,2016.0,"['Action', 'Adventure', 'Comedy']",108.0,8.1,65.0,490007.0,363020000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aliens,1986.0,"['Adventure', 'Sci-Fi', 'Thriller']",137.0,8.4,87.0,489962.0,85200000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
How to Train Your Dragon,2010.0,"['Animation', 'Adventure', 'Family']",98.0,8.2,74.0,487246.0,217390000.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Metal Jacket,1987.0,"['Drama', 'War']",116.0,8.3,78.0,487110.0,46360000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Hobbit: The Desolation of Smaug,2013.0,"['Adventure', 'Fantasy']",161.0,7.9,66.0,485167.0,258360000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Taken,2008.0,"['Action', 'Thriller']",93.0,7.9,50.0,484813.0,145000000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Million Dollar Baby,2004.0,"['Drama', 'Sport']",132.0,8.1,86.0,483564.0,100420000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Social Network,2010.0,"['Biography', 'Drama']",120.0,7.7,95.0,481258.0,96920000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Incredibles,2004.0,"['Animation', 'Action', 'Adventure']",115.0,8.0,90.0,480709.0,261440000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Martian,2015.0,"['Adventure', 'Drama', 'Sci-Fi']",144.0,8.1,80.0,479415.0,228430000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sherlock Holmes,2009.0,"['Action', 'Adventure', 'Crime']",128.0,7.6,57.0,478566.0,209020000.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Grand Budapest Hotel,2014.0,"['Adventure', 'Comedy', 'Crime']",99.0,8.1,88.0,478301.0,59070000.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ratatouille,2007.0,"['Animation', 'Comedy', 'Family']",111.0,8.0,96.0,475452.0,206440000.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ted,2012.0,"['Comedy', 'Fantasy']",106.0,7.0,62.0,472890.0,218630000.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pirates of the Caribbean: At World's End,2007.0,"['Action', 'Adventure', 'Fantasy']",169.0,7.1,50.0,472553.0,309400000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Casino Royale,2006.0,"['Action', 'Adventure', 'Thriller']",144.0,8.0,80.0,471761.0,167010000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Trainspotting,1996.0,['Drama'],94.0,8.2,83.0,471003.0,16500000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Imitation Game,2014.0,"['Biography', 'Drama', 'Thriller']",114.0,8.1,73.0,470930.0,91120000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pan's Labyrinth,2006.0,"['Drama', 'Fantasy', 'War']",118.0,8.2,98.0,468728.0,37620000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Shrek,2001.0,"['Animation', 'Adventure', 'Comedy']",90.0,7.9,84.0,468503.0,267649999.99999997,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
World War Z,2013.0,"['Action', 'Adventure', 'Horror']",116.0,7.0,63.0,466572.0,202350000.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Avengers: Age of Ultron,2015.0,"['Action', 'Adventure', 'Sci-Fi']",141.0,7.5,66.0,465837.0,458990000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Star Wars: Episode II - Attack of the Clones,2002.0,"['Action', 'Adventure', 'Fantasy']",142.0,6.7,54.0,465837.0,310680000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Twelve Monkeys,1995.0,"['Mystery', 'Sci-Fi', 'Thriller']",129.0,8.1,74.0,464049.0,56880000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Blade Runner,1982.0,"['Sci-Fi', 'Thriller']",117.0,8.2,89.0,463027.0,27000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
